Adresse,Inhaltstyp,Status-Code,Status,Indexierbarkeit,Indexierbarkeitsstatus,Titel 1,Länge von Titel 1,Pixelbreite von Titel 1,Meta Description 1,Länge von Meta Description 1,Pixelbreite von Meta Description 1,Meta Keywords 1,Länge der Meta Keywords 1,H1-1,Länge von H1-1,H2-1,Länge von H2-1,Meta Robots 1,X-Robots-Tag 1,Meta Refresh 1,Canonical-Linkelement 1,"rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1",amphtml-Linkelement,Größe (Bytes),Übertragen (Bytes),Total Transferred (bytes),CO₂ (mg),CO2-Bewertung,Wortanzahl,Sätze zählen,Durchschnittliche Wörter pro Satz,Flesch Reading Ease-Punktzahl,Lesbarkeit,Textanteil,Crawltiefe,Ordnertiefe,Link Score,Inlinks,Einzigartige Inlinks,Einzigartige JS-Inlinks,% von Gesamt,Outlinks,Einzigartige Outlinks,Einzigartige JS-Outlinks,Externe Outlinks,Einzigartige externe Outlinks,Einzigartige externe JS-Outlinks,Engste Ähnlichkeitsübereinstimmung,Anzahl der Nahduplikate,Rechtschreibfehler,Grammatikfehler,Hash,Antwortzeit,Last Modified,Umleitungs-URL,Umleitungs-Typ,Cookies,Language,HTTP-Version,Klicks,Impressionen,CTR,Position,Performance Score,First Contentful Paint-Zeit (ms),Speed Index-Zeit (ms),Largest Contentful Paint-Zeit (ms),Time to Interactive (ms),Total Blocking Time (ms),Cumulative Layout Shift,Größenersparnis insgesamt (Bytes),Zeitersparnis insgesamt (ms),Anfragen insgesamt,Gesamtgröße der Seite (Bytes),HTML-Größe (Bytes),HTML-Anzahl,Bild-Größe (Bytes),Bild-Anzahl,CSS-Größe (Bytes),CSS-Anzahl,JavaScript-Größe (Bytes),JavaScript-Anzahl,Schriftart-Größe (Bytes),Schriftart-Anzahl,Medien-Größe (Bytes),Medien-Anzahl,Andere-Größe (Bytes),Andere-Anzahl,Drittanbieter-Größe (Bytes),Drittanbieter-Anzahl,Core Web Vitals-Bewertung,CrUX Largest Contentful Paint-Zeit (ms),CrUX Interaction to Next Paint (ms),CrUX Cumulative Layout Shift,CrUX First Contentful Paint-Zeit (ms),CrUX First Input Delay-Zeit (ms),Ersparnis durch die Eliminierung von Render-Blocking-Ressourcen (ms),Ersparnis durch späteres Laden nicht sichtbarer Bilder (ms),Ersparnis durch die effiziente Komprimierung von Bildern (ms),Ersparnis durch die Speicherung von Bildern in der richtigen Größe (ms),Ersparnis durch die Minimierung von CSS (ms),Ersparnis durch die Minimierung von JavaScript (ms),Reduzieren Sie ungenutzte CSS-Einsparungen (ms),Reduzieren Sie ungenutzte JavaScript-Einsparungen (ms),Ersparnis durch die Bereitstellung von Bildern in Next-Gen-Formaten (ms),Ersparnis durch die Aktivierung der Textkomprimierung (ms),Ersparnis durch Vorabverbindung zu erforderlichen Quellen (ms),Server-Reaktionszeiten (TTFB) (ms),Ersparnis durch Vermeidung mehrfacher Seitenumleitungen (ms),Ersparnis durch Vorabladung wichtiger Anforderungen (ms),Ersparnis durch Verwendung von Videoformaten für animierte Inhalte (ms),Gesamteinsparung bei der Bildoptimierung (ms),Vermeiden Sie die Bereitstellung von altem JavaScript für moderne Browser-Einsparungen (ms),Bildelemente haben keine explizite Breite und Höhe,Vermeiden Sie große Layoutverschiebungen,Viewport,Tippziele,Inhaltsbreite,Schriftanzeigegröße,Alternativer Mobil-Link,Kodierte Adresse der URL,Crawlzeitstempel
https://www.campixx.de/verzeichnis/dreiwerken-gmbh/,text/html; charset=UTF-8,200,OK,Indexierbar,,DREIWERKEN GmbH | Webdesign Agentur | CAMPIXX,45,471,"Das richtige Design entscheidet darüber, ob sich ein Webseitenbesucher von Ihrem Angebot angesprochen fühlt oder nicht. Aus diesem Grund sind wir als Ihre Werbeagentur Rosenheim für Sie da, wenn es um Webdesign, Grafik & Print und 3D-Visualisierung geht. Durch unser Design und Marketing werden Webseitenbesucher zu Kunden. Darüber hinaus erschaffen wir ansprechende digitale Einkaufswelten oder",395,2607,,,DREIWERKEN GmbH,15,CES Community Engagement Score,30,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",,,https://www.campixx.de/verzeichnis/dreiwerken-gmbh/,,,,,,798690,129407,129407,"39,780",,346,147,"2,354","56,763",Relativ schwer,"0,375",4,2,1,9,4,0,"0,200",75,38,0,8,7,0,,,,,dd334598ab39640c7634da456aa0f3b,"1,120","Thu, 30 May 2024 17:07:29 GMT",,,,de-DE,1.1,2,81,"2,50%",20,37,"2762,002","6024,003","13588,516","19462,738","2346,500","0,000",1250676,4687,168,3199196,161665,2,468967,47,44334,4,1665767,74,623200,28,0,0,235263,13,1784826,76,,,,,,,1237,0,0,0,0,0,0,2550,0,750,0,0,0,,0,0,150,,,100,100,,,,https://www.campixx.de/verzeichnis/dreiwerken-gmbh/,2024-05-30 20:27:15
https://www.campixx.de/tools/flexopus/,text/html; charset=UTF-8,200,OK,Indexierbar,,"Flexopus | Erfahrungen, Preise & Features | CAMPIXX",51,469,"Welche Vorteile bietet das Flexopus Workplace Management Tool? Erfahrungen, Preise und Features",95,640,,,Flexopus,8,Workplace Management Tools,26,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",,,https://www.campixx.de/tools/flexopus/,,,,,,954537,153291,153291,"47,122",,1588,292,"5,438","42,344",Schwer,"1,295",3,2,1,7,2,0,"0,100",74,39,0,10,10,0,,,,,7f68381abb7bc6793e4218b5000912f0,"3,134","Wed, 29 May 2024 08:15:16 GMT",,,,de-DE,1.1,0,81,"0,00%",41,35,"2793,013","6378,852","16347,750","28175,445","5804,388","0,001",1678998,7527,155,3940332,225524,3,175651,18,88507,3,2560964,76,611249,35,0,0,278437,20,2565286,58,,,,,,,1105,0,0,450,0,0,390,4080,450,900,0,2,0,,0,900,150,,,100,100,,,,https://www.campixx.de/tools/flexopus/,2024-05-30 20:10:56
https://www.campixx.de/jung-janck-podcast/axel-schulz-interview/,text/html; charset=UTF-8,200,OK,Indexierbar,,Axel Schulz im CAMPIXX-Interview | Jung & Janck #33,51,482,"Was du aus dem Leben von Axel Schulz direkt lernen kannst, erfährst du in diesem Podcast-Interview von der CAMPIXX 2023",119,791,,,Axel Schulz im CAMPIXX-Interview | Jung & Janck #33,51,Links/Empfehlungen,18,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",,,https://www.campixx.de/jung-janck-podcast/axel-schulz-interview/,,,,,,805049,126972,126972,"39,032",,285,106,"2,689","47,373",Schwer,"0,308",2,2,1,17,7,0,"0,350",69,35,0,15,14,0,,,,,ce63ca5e95424df1019a666bec52ddfd,"0,119","Wed, 29 May 2024 07:09:24 GMT",,,,de-DE,1.1,0,81,"0,00%",63,36,"3160,001","5362,135","17090,857","19580,344","3376,500","0,000",1196792,8387,132,2979645,284541,3,286287,16,47494,4,1626666,68,478151,28,0,0,256506,13,1754920,45,,,,,,,1597,0,0,600,0,0,320,4200,600,770,0,0,0,,0,1200,300,,,100,100,,,,https://www.campixx.de/jung-janck-podcast/axel-schulz-interview/,2024-05-30 20:05:11
https://www.campixx.de/speaker/dirk-lankenau/,text/html; charset=UTF-8,200,OK,Indexierbar,,DIRK LANKENAU | Speaker @ CAMPIXX,33,350,"Dirk Lankenau verantwortete bis 2020 den Vertrieb bei ABAKUS. Sein Tagesgeschäft bestand nicht nur aus SEO Verkaufsgesprächen, sondern aus der Etabl",148,986,,,DIRK LANKENAU,13,CES Community Engagement Score,30,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",,,https://www.campixx.de/speaker/dirk-lankenau/,,,,,,766668,122809,122809,"37,752",,256,89,"2,876","51,900",Relativ schwer,"0,285",2,2,1,6,2,0,"0,100",69,35,0,12,12,0,,,,,477b6cbaf71df072caabfe01baec0ebf,"0,109","Thu, 30 May 2024 17:04:44 GMT",,,,de-DE,1.1,0,81,"0,00%",30,40,"2765,004","5864,894","10245,019","16660,463","1398,000","0,000",1173752,5211,115,2728405,155290,2,379470,14,40111,2,1566374,66,356329,21,0,0,230831,10,1464637,33,,,,,,,1258,0,0,0,0,0,0,1800,310,900,0,943,0,,0,310,0,,,100,100,,,,https://www.campixx.de/speaker/dirk-lankenau/,2024-05-30 20:01:02
https://www.campixx.de/verzeichnis/omh-digital-gmbh/,text/html; charset=UTF-8,200,OK,Indexierbar,,OMH Digital GmbH | 360° Online-Marketing Agentur | CAMPIXX,58,555,"Als Full-Service-Werbe- und Webentwicklungsagentur ist es unser Ziel, Unternehmen jeglicher Größe zu unterstützen, ihre Online-Präsenz und -Sichtbarkeit zu steigern und ihre Ziele im Bereich des Online-Marketings zu erreichen. Wir bieten individuelle Beratung und setzen modernste Technologien ein, um langfristigen Erfolg für unsere Kunden zu sichern. Unser professionelles Team aus Designern, Marketern, Unternehmensberatern, Projektmanagern, Content-Managern und",465,3022,,,OMH Digital GmbH,16,CES Community Engagement Score,30,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",,,https://www.campixx.de/verzeichnis/omh-digital-gmbh/,,,,,,798910,130611,130611,"40,150",,545,149,"3,658","36,872",Schwer,"0,589",3,2,1,9,5,0,"0,250",74,38,0,10,9,0,,,,,469b31ddbec5d0f117666144b111c0b,"0,109","Wed, 29 May 2024 08:22:48 GMT",,,,de-DE,1.1,0,81,"0,00%",32,36,"2832,010","5951,504","13165,561","20322,643","2651,499","0,000",1333469,4594,167,3241618,162915,2,509841,47,44333,4,1665092,73,623198,28,0,0,236239,13,1795242,76,,,,,,,1294,0,0,0,0,0,0,2700,0,600,0,0,0,,0,0,0,,,100,100,,,,https://www.campixx.de/verzeichnis/omh-digital-gmbh/,2024-05-30 20:20:15
https://www.campixx.de/magazin/omr-24-recap/,text/html; charset=UTF-8,200,OK,Indexierbar,,OMR Recap 2024 | Spiegel radikaler Veränderungen,48,454,"Der große und persönliche OMR Recap 2024. Für mich ist es ein Spiegel für das Thema Online-Marketing. Perspektiven, die du so woanders nicht liest",146,944,,,OMR Recap 2024 | Spiegel radikaler Veränderungen,48,Hinweis!,8,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",,,https://www.campixx.de/magazin/omr-24-recap/,,,,,,802510,130402,130402,"40,086",,2371,431,"5,501","71,586",Relativ einfach,"1,953",1,2,4,17,6,0,"0,300",73,35,0,7,6,0,,,,,2d2edf2d6c2848ec34eb374140b4522b,"3,414","Wed, 29 May 2024 07:18:33 GMT",,,,de-DE,1.1,0,81,"0,00%",24,46,"2757,006","3996,270","6001,017","17412,375","1602,000","0,000",1126063,2118,121,2710019,162621,2,295835,16,40110,2,1566392,67,414216,24,0,0,230845,10,1464859,33,,,,,,,1108,0,0,150,0,0,0,560,300,0,0,0,0,,0,450,0,,,100,100,,,,https://www.campixx.de/magazin/omr-24-recap/,2024-05-30 19:55:02
https://www.campixx.de/verzeichnis/themen/seo-agenturen/,text/html; charset=UTF-8,200,OK,Indexierbar,,SEO Agenturen - CAMPIXX,23,235,Hier findest du eine Übersicht von SEO Agenturen . Kostenlos deine passende SEO Agentur finden!,95,622,,,SEO AGENTUREN,13,Agentur-Verzeichnis,19,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",,,https://www.campixx.de/verzeichnis/themen/seo-agenturen/,https://www.campixx.de/verzeichnis/themen/seo-agenturen/page/2/,,,,,887889,132174,132174,"40,631",,1097,318,"3,450","34,056",Schwer,"1,095",2,3,2,126,24,0,"1,200",107,52,0,5,5,0,,,,,f716f50f0181b907ea9d632c1218df86,"0,105","Wed, 29 May 2024 08:04:09 GMT",,,,de-DE,1.1,0,81,"0,00%",55,38,"2816,006","4996,985","14793,738","18801,209","2701,999","0,001",988566,4676,121,2758516,165057,2,117231,12,40111,2,1581801,66,623198,28,0,0,231118,11,1465364,34,,,,,,,1226,0,0,0,0,0,0,2700,0,600,0,0,0,,0,0,150,,,100,100,,,,https://www.campixx.de/verzeichnis/themen/seo-agenturen/,2024-05-30 20:04:37
https://www.campixx.de/speaker/karl-kowald/,text/html; charset=UTF-8,200,OK,Indexierbar,,KARL KOWALD | Speaker @ CAMPIXX,31,334,Karl Kowald ist Geschäftsführer der Lorem Ipsum web.solutions GmbH und beschäftigt sich schon seit den 90er-Jahren mit den Möglichkeiten des Web.,145,962,,,KARL KOWALD,11,CES Community Engagement Score,30,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",,,https://www.campixx.de/speaker/karl-kowald/,,,,,,767483,123140,123140,"37,854",,369,107,"3,449","51,330",Relativ schwer,"0,398",2,2,1,6,2,0,"0,100",68,34,0,10,10,0,,,,,55d578a773ec94e508702e714f7c6f75,"7,140","Thu, 30 May 2024 17:04:33 GMT",,,,de-DE,1.1,0,81,"0,00%",38,35,"2917,000","6437,582","11318,003","17966,189","3500,967","0,000",1095934,6070,115,2651866,155631,2,302596,14,40110,2,1566374,66,356329,21,0,0,230826,10,1464626,33,,,,,,,1311,0,0,0,0,0,0,2510,310,900,0,1039,0,,0,310,0,,,100,100,,,,https://www.campixx.de/speaker/karl-kowald/,2024-05-30 20:01:26
https://www.campixx.de/verzeichnis/themen/coding/germany/bayern/starnberg/,text/html; charset=UTF-8,200,OK,Indexierbar,,"Coding Agenturen in Starnberg, Bayern, Deutschland - CAMPIXX",60,563,"Hier findest du eine Übersicht von Coding Agenturen in Starnberg, Bayern, Deutschland. Kostenlos deine passende Coding Agentur finden!",134,874,,,Coding AGENTUREN in Starnberg,29,Agentur-Verzeichnis,19,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",,,https://www.campixx.de/verzeichnis/themen/coding/germany/bayern/starnberg/,,,,,,783967,126712,126712,"38,952",,432,152,"2,842","24,175",Sehr schwer,"0,575",4,6,1,7,2,0,"0,100",77,38,0,5,5,0,,,,,b27cf7a88cef13d224ac3e27fbfda41b,"3,123","Wed, 29 May 2024 07:16:48 GMT",,,,de-DE,1.1,0,81,"0,00%",62,38,"2900,003","4736,103","13770,021","18922,082","3130,844","0,000",996578,5237,120,2750723,159248,2,117228,12,40111,2,1580651,66,623199,28,0,0,230286,10,1462996,33,,,,,,,1347,0,0,0,0,0,0,2640,0,1000,0,0,0,,0,0,250,,,100,100,,,,https://www.campixx.de/verzeichnis/themen/coding/germany/bayern/starnberg/,2024-05-30 20:26:37
https://www.campixx.de/tools/greenshot/,text/html; charset=UTF-8,200,OK,Indexierbar,,"Greenshot | Erfahrungen, Preise & Features | CAMPIXX",52,480,"Welche Vorteile bietet das Greenshot Screenshot Tool? Erfahrungen, Preise und Features",86,565,,,Greenshot,9,Screenshot Tools,16,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",,,https://www.campixx.de/tools/greenshot/,,,,,,939034,151254,151254,"46,496",,1221,241,"5,066","39,421",Schwer,"1,057",3,2,1,7,2,0,"0,100",73,38,0,8,8,0,,,,,f36e9c125cec800f202977ad08438c8,"0,114","Wed, 29 May 2024 08:18:28 GMT",,,,de-DE,1.1,0,81,"0,00%",69,32,"3649,006","6284,727","16102,717","27501,432","4911,241","0,001",1679485,6689,155,3935196,222194,3,173681,18,88507,3,2560949,76,611249,35,0,0,278616,20,2564907,58,,,,,,,1899,0,0,0,0,0,150,3790,100,750,0,0,0,,0,100,0,,,100,100,,,,https://www.campixx.de/tools/greenshot/,2024-05-30 20:20:32
https://www.campixx.de/gesellschaft-soziales/akku-aufladen-kreativ-bleiben/,text/html; charset=UTF-8,200,OK,Indexierbar,,Akku aufladen – Kreativ bleiben | Lilian Güntsche-Hilgendag | CAMPIXX,69,630,,0,0,,,Akku aufladen – Kreativ bleiben | Lilian Güntsche-Hilgendag,59,Akku aufladen – Kreativ bleiben | Lilian Güntsche-Hilgendag,59,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",,,https://www.campixx.de/gesellschaft-soziales/akku-aufladen-kreativ-bleiben/,,,,,,766274,122965,122965,"37,800",,391,115,"3,400","49,763",Schwer,"0,415",3,2,1,10,3,0,"0,150",72,37,0,9,8,0,,,,,577107226a54f3e6e06ae9fbd888a2fe,"1,104","Wed, 29 May 2024 07:10:37 GMT",,,,de-DE,1.1,0,81,"0,00%",32,38,"2837,004","4902,641","15364,025","17254,693","2565,755","0,001",1047126,5925,122,2554249,155240,2,199377,17,40111,2,1572333,70,356329,21,0,0,230859,10,1464633,35,,,,,,,1295,0,0,330,0,0,0,3550,150,600,0,0,0,,0,480,0,,,100,100,,,,https://www.campixx.de/gesellschaft-soziales/akku-aufladen-kreativ-bleiben/,2024-05-30 20:16:10
https://campixx.de/speaker/michael-weckerlin/,text/html; charset=UTF-8,301,Moved Permanently,Nicht indexierbar,Umgeleitet,,0,0,,0,0,,,,0,,0,,,,,,,,,,0,0,0,"0,000",,0,,,,,"0,000",3,2,,1,1,0,"0,050",0,0,0,0,0,0,,,,,,"1,520",,https://www.campixx.de/speaker/michael-weckerlin/,HTTP-Umleitung,,,1.1,0,81,"0,00%",42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://campixx.de/speaker/michael-weckerlin/,2024-05-30 20:17:54
https://www.campixx.de/glossar/abc-kundenanalyse/,text/html; charset=UTF-8,200,OK,Indexierbar,,ABC Kundenanalyse | Das musst du wissen! | CAMPIXX,50,490,Hier erfährst du alles zum Thema ABC Kundenanalyse. Schlau dich auf!,68,453,,,ABC Kundenanalyse,17,Die ABC Kundenanalyse,21,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",,,https://www.campixx.de/glossar/abc-kundenanalyse/,,,,,,746826,121536,121536,"37,361",,634,137,"4,628","57,757",Relativ schwer,"0,635",2,2,2,9,5,0,"0,250",69,34,0,5,5,0,,,,,6203c0bb3278cf801b4ace98d15cc016,"3,131","Wed, 29 May 2024 08:01:29 GMT",,,,de-DE,1.1,0,81,"0,00%",27,35,"2734,005","9069,922","6127,709","36254,984","8344,996","0,001",2328566,2638,163,4994140,231791,4,268740,15,136905,4,3510649,78,519237,31,0,0,326818,31,3649141,74,,,,,,,1243,0,0,0,0,0,0,150,150,0,0,1095,0,,0,150,0,,,100,100,,,,https://www.campixx.de/glossar/abc-kundenanalyse/,2024-05-30 20:06:16
https://www.campixx.de/edutainment/,text/html; charset=UTF-8,200,OK,Indexierbar,,Edutainment: Lernen und Unterhaltung in einem | CAMPIXX,55,522,"Hier findest du alle Sessions, Interviews und Livestreamings der CAMPIXX Edutainment-Formate. KnowHow direkt aus der Praxis",123,818,,,CAMPIXX-EDUTAINMENT,19,"Lernen, Machen, Auswerten & Repeat - Das ist der Weg!",53,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",,,https://www.campixx.de/edutainment/,,,,,,949798,137271,137271,"42,198",,1310,366,"3,579","51,762",Relativ schwer,"1,039",1,1,99,6007,1984,0,"99,300",166,101,0,7,6,0,,,,,ce12700e932fdd422461aba2028f358d,"0,109","Wed, 29 May 2024 07:48:51 GMT",,,,de-DE,1.1,0,81,"0,00%",78,36,"3058,001","5545,010","16032,703","18011,203","2469,500","0,001",1156472,6601,127,2829054,169290,2,346467,17,40111,2,1570876,69,472028,27,0,0,230282,10,1462834,35,,,,,,,1291,0,0,0,0,0,400,3860,150,900,0,0,0,,0,150,0,,,100,100,,,,https://www.campixx.de/edutainment/,2024-05-30 19:55:23
https://www.campixx.de/tools/lecturio/,text/html; charset=UTF-8,200,OK,Indexierbar,,"Lecturio | Erfahrungen, Preise & Features | CAMPIXX",51,460,"Welche Vorteile bietet das Lecturio E-Learning Tool? Erfahrungen, Preise und Features",85,546,,,Lecturio,8,E-Learning Tools,16,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",,,https://www.campixx.de/tools/lecturio/,,,,,,949913,153221,153221,"47,101",,1656,298,"5,557","39,913",Schwer,"1,354",3,2,1,7,2,0,"0,100",73,38,0,11,11,0,,,,,239a6614e830221adeb475346d4e1d03,"0,118","Wed, 29 May 2024 07:02:13 GMT",,,,de-DE,1.1,2,80,"2,50%",18,34,"2973,002","6260,184","16509,117","28316,053","5164,398","0,000",1676181,6070,157,3943380,225268,3,176223,18,88508,3,2563048,77,611249,35,0,0,279084,21,2568063,60,,,,,,,1280,0,0,0,0,0,0,3790,100,900,0,0,0,,0,100,0,,,100,100,,,,https://www.campixx.de/tools/lecturio/,2024-05-30 20:09:28
https://www.campixx.de/marketing-events/startup-events/,text/html; charset=UTF-8,200,OK,Indexierbar,,"Beliebte StartUp Events, Konferenzen, Messen in 2024 | CAMPIXX",62,578,"Die wichtigsten und besten StartUp Events, Konferenzen und Messen für dich im Jahr 2024 | Infos, Videos, Bilder & Erfahrungen !",127,811,,,"Die besten StartUp Konferenzen, Events & Messen",47,"Die besten StartUp Konferenzen, Events & Messen",47,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",,,https://www.campixx.de/marketing-events/startup-events/,,,,,,780935,125810,125810,"38,674",,1879,376,"4,997","18,965",Sehr schwer,"2,066",2,2,1,16,12,0,"0,600",96,48,0,5,5,0,,,,,be0df7c9b2bcd7862c25cae53eaf46cb,"0,136","Wed, 29 May 2024 08:00:40 GMT",,,,de-DE,1.1,1,80,"1,30%",23,40,"2708,004","4820,657","10801,020","18067,816","2059,500","0,000",1053809,3308,122,2694294,157769,2,223872,12,40110,2,1569366,68,472029,27,0,0,231148,11,1464793,32,,,,,,,1208,0,0,150,0,0,0,1200,0,750,0,0,0,,0,150,0,,,100,100,,,,https://www.campixx.de/marketing-events/startup-events/,2024-05-30 20:03:55
https://www.campixx.de/verzeichnis/seeding-alliance-gmbh/,text/html; charset=UTF-8,200,OK,Indexierbar,,Seeding Alliance GmbH | Content-Marketing Agentur | CAMPIXX,59,563,"Seeding Alliance GmbH ist Ihre innovative Anlaufstelle bei allen Fragen rund um Native Advertising. Das Unternehmen, mit Sitz in Köln, wurde 2011 gegründet und gehört seit März 2017 zur Ströer Gruppe.",200,1286,,,Seeding Alliance GmbH,21,CES Community Engagement Score,30,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",,,https://www.campixx.de/verzeichnis/seeding-alliance-gmbh/,,,,,,798479,128784,128784,"39,589",,289,112,"2,580","54,336",Relativ schwer,"0,323",3,2,1,8,4,0,"0,200",74,38,0,8,7,0,,,,,ba34576d289bc4f2fc600ed0807d16bd,"0,115","Thu, 30 May 2024 17:10:07 GMT",,,,de-DE,1.1,1,80,"1,30%",11,37,"2628,002","6267,008","13178,015","20129,035","2641,000","0,001",1150820,4833,171,3279736,161043,2,549692,50,44334,4,1666417,74,623198,28,0,0,235052,13,1917817,79,,,,,,,1043,0,0,0,0,0,0,2740,0,900,0,0,0,,0,0,150,,,100,0,,,,https://www.campixx.de/verzeichnis/seeding-alliance-gmbh/,2024-05-30 20:20:05
https://www.campixx.de/tools/wisestamp/,text/html; charset=UTF-8,200,OK,Indexierbar,,"WiseStamp | Erfahrungen, Preise & Features | CAMPIXX",52,490,"Welche Vorteile bietet das WiseStamp E-Mail Signatur Tool? Erfahrungen, Preise und Features",91,595,,,WiseStamp,9,E-Mail Signatur Tools,21,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",,,https://www.campixx.de/tools/wisestamp/,,,,,,967624,155505,155505,"47,803",,1551,290,"5,348","37,279",Schwer,"1,265",3,2,1,7,2,0,"0,100",74,39,0,11,11,0,,,,,68564aeef9515cdf52d821c97ba74a8,"0,114","Wed, 29 May 2024 08:15:14 GMT",,,,de-DE,1.1,0,80,"0,00%",10,32,"3016,001","8131,194","16236,006","28570,090","5972,450","0,001",1677468,7246,155,3943983,227285,3,177497,18,88506,3,2560968,76,611251,35,0,0,278476,20,2565227,58,,,,,,,1315,0,0,150,0,0,220,3600,150,600,0,1061,0,,0,300,150,,,100,100,,,,https://www.campixx.de/tools/wisestamp/,2024-05-30 20:21:28
https://www.campixx.de/tools/logmytime/,text/html; charset=UTF-8,200,OK,Indexierbar,,"LogMyTime | Erfahrungen, Preise & Features | CAMPIXX",52,494,"Welche Vorteile bietet das LogMyTime Zeiterfassungstool? Erfahrungen, Preise und Features",89,591,,,LogMyTime,9,Zeiterfassungstools,19,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",,,https://www.campixx.de/tools/logmytime/,,,,,,893613,142874,142874,"43,920",,867,194,"4,469","33,782",Schwer,"0,804",3,2,1,7,2,0,"0,100",73,38,0,7,7,0,,,,,b764e9c5b3794f0f58b48c7489d29989,"3,126","Wed, 29 May 2024 08:16:27 GMT",,,,de-DE,1.1,0,80,"0,00%",69,41,"2895,002","5335,040","15933,708","17920,922","1381,000","0,000",1013662,6503,132,2784314,175239,2,173280,16,40110,2,1576998,68,588090,33,0,0,230597,11,1463204,37,,,,,,,1193,0,0,300,0,0,300,3510,300,900,0,0,0,,0,600,0,,,100,100,,,,https://www.campixx.de/tools/logmytime/,2024-05-30 20:10:14
https://www.campixx.de/verzeichnis/themen/360-grad-online-marketing/germany/bayern/miltenberg/,text/html; charset=UTF-8,200,OK,Indexierbar,,"360° Online-Marketing Agenturen in Miltenberg, Bayern, Deutschland - CAMPIXX",76,706,"Hier findest du eine Übersicht von 360° Online-Marketing Agenturen in Miltenberg, Bayern, Deutschland. Kostenlos deine passende 360° Online-Marketing Agentur finden!",165,1074,,,360° Online-Marketing AGENTUREN in Miltenberg,45,Agentur-Verzeichnis,19,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",,,https://www.campixx.de/verzeichnis/themen/360-grad-online-marketing/germany/bayern/miltenberg/,,,,,,785391,127080,127080,"39,065",,495,166,"2,982","15,808",Sehr schwer,"0,661",5,6,1,7,2,0,"0,100",77,38,0,5,5,0,,,,,e52c5d19b9f677063fa0884f4abdc0e2,"0,102","Wed, 29 May 2024 07:20:35 GMT",,,,de-DE,1.1,0,80,"0,00%",89,39,"2874,010","5677,918","13072,560","17750,395","1734,500","0,000",956475,4997,119,2711621,159775,2,75939,11,40108,2,1581753,66,623199,28,0,0,230847,10,1464763,33,,,,,,,1357,0,0,0,0,0,0,2700,0,790,0,0,0,,0,0,150,,,100,100,,,,https://www.campixx.de/verzeichnis/themen/360-grad-online-marketing/germany/bayern/miltenberg/,2024-05-30 20:28:27
https://www.campixx.de/marketing-insights/seo-personal-agentur-sicht/,text/html; charset=UTF-8,200,OK,Indexierbar,,SEO Personal 2022 - Agentursicht | Talkrunde | CAMPIXX,54,502,"SEO Personal 2022 - Agentursicht. Wie kommt man an SEO-Personal und wie hält man es? Interview mit Alexander Geißenberger, Jens Fauldrath und Martin",148,990,,,SEO Personal 2022 – Agentursicht | Talkrunde,44,SEO Personal 2022 – Agentursicht | Talkrunde,44,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",,,https://www.campixx.de/marketing-insights/seo-personal-agentur-sicht/,,,,,,775320,125044,125044,"38,439",,971,223,"4,354","58,221",Relativ schwer,"0,913",3,2,1,16,6,0,"0,300",76,41,0,12,11,0,,,,,1c8e7944e846b09d4d28deec6443c911,"0,119","Wed, 29 May 2024 07:04:08 GMT",,,,de-DE,1.1,0,80,"0,00%",22,44,"2641,003","3974,305","15128,372","16894,688","1345,000","0,000",1048461,5445,123,2557787,158518,2,199379,17,40110,2,1572311,70,356329,21,0,0,231140,11,1466137,36,,,,,,,1105,0,0,0,0,0,0,3520,70,750,0,0,0,,0,70,0,,,100,100,,,,https://www.campixx.de/marketing-insights/seo-personal-agentur-sicht/,2024-05-30 20:13:15
